DSASG,44/2020,第一章,性質及職責,第二條,職責,政府總部事務局的職責如下：
DSASG,44/2020,第一章,性質及職責,第二條,職責,（一）在政府總部各部門範圍內的人員組織、財政管理、基礎設施、資訊通訊、禮賓公關、後勤資源等屬政府總部正常運作必不可少的事宜上提供技術、行政及財政輔助，並就屬規範、行政及技術性質的措施和程序標準化進行研究並提出建議，以及確保翻譯及法律等技術支援；
DSASG,44/2020,第一章,性質及職責,第二條,職責,（二）統籌及管理政府總部各部門的財產資源，維護有關的設施及設備，並促進其有效利用；
DSASG,44/2020,第一章,性質及職責,第二條,職責,（三）確保澳門特別行政區政府的禮賓及公共關係，尤其研究制定及適時更新在澳門特別行政區舉行的官方儀式或重大活動的禮賓排序及接待規格的標準指引，以及澳門特別行政區嘉賓資料庫；
DSASG,44/2020,第一章,性質及職責,第二條,職責,（四）統籌或參與籌劃行政長官指定的活動，尤其是授勳及嘉獎活動、行政長官及各司司長在澳門特別行政區的官式活動，以及在內地及其他地區的訪問活動，並負責參與相關活動的人士的禮賓公關接待安排等事宜；
DSASG,44/2020,第一章,性質及職責,第二條,職責,（五）統籌及跟進國內外部長級或以上級別的代表團、國際組織及行政長官指定的重要人士訪問澳門特別行政區的活動籌辦安排及禮賓公關接待等事宜；
DSASG,44/2020,第一章,性質及職責,第二條,職責,（六）負責跟進非外交政策的領事事務，並負責澳門特別行政區的公共部門或實體與領館轄區在澳門特別行政區的外國領事機構及其他駐澳門特別行政區的官方機構之間的聯繫工作；
DSASG,44/2020,第一章,性質及職責,第二條,職責,（七）統籌及跟進政府總部的禮賓及公共關係事宜、會見及會議接待等相關事宜；
DSASG,44/2020,第一章,性質及職責,第二條,職責,（八）研究、建議和統籌政府總部各部門資訊領域的整體發展，尤其促進政府總部各部門範圍內的信息、數據共享及系統功能的協調，統籌和管理政府總部各部門的資訊系統及設備，以配合澳門特別行政區政府的施政需要；
DSASG,44/2020,第一章,性質及職責,第二條,職責,（九）確保政府總部的公眾接待及諮詢服務，以及後勤支援服務的有效運作，並協助治安當局維護政府總部等設施的保安工作；
DSASG,44/2020,第一章,性質及職責,第二條,職責,（十）履行依法獲賦予的其他職責及行政長官指定的屬其職責範疇內的任何工作。
DSASG,44/2020,第二章,機關及附屬單位,第六條,行政財政廳,一、行政財政廳主要具下列職權：
DSASG,44/2020,第二章,機關及附屬單位,第六條,行政財政廳,（一）統籌政府總部事務局及政府總部各部門有關人事管理的行政輔助工作，確保行政程序的運作，協調一般文書處理的工作及有關紀錄的跟進，統籌政府總部的文件檔案管理事務；
DSASG,44/2020,第二章,機關及附屬單位,第六條,行政財政廳,（二）規劃政府總部事務局的人力資源，輔助政府總部各部門人力資源的總體規劃的制定，協助政府總部各部門的人員招聘及培訓，以及負責政府總部事務局及政府總部各部門的人員個人檔案的組織及更新；
DSASG,44/2020,第二章,機關及附屬單位,第六條,行政財政廳,（三）協助行政長官辦公室處理與意見書、建議書、工作指令、批示及其他文件資料有關的文書工作，並按照規定將之傳閱及發佈，以及系統保存行政長官辦公室及各司司長辦公室的已結或未結的卷宗及文件檔案，並按照適用法例的規定將之歸檔，以及作數碼化處理或使之資訊化；
DSASG,44/2020,第二章,機關及附屬單位,第六條,行政財政廳,（四）統籌政府總部事務局及政府總部各部門有關財務管理工作，並應為不同責任層次建立一套財務管理的指標制度，訂定財政資源預算管理的總方針、目標及方法，並執行財務及會計管理的相關程序，負責有關總務事務，負責財貨供應及管理職能，以及有關取得資產及勞務的文書處理事務；
DSASG,44/2020,第二章,機關及附屬單位,第六條,行政財政廳,（五）負責管理政府總部事務局及政府總部各部門的財產，編製及持續更新部門財產清冊，以及確保其設施、設備及車隊等資產的保存、安全及保養；
DSASG,44/2020,第二章,機關及附屬單位,第六條,行政財政廳,（六）編製政府總部各部門的績效管理的具體方案，包括行政及組織程序標準化的執行措施，以促進持續優化及簡化政府總部各部門的行政運作，並提升組織能力及績效；
DSASG,44/2020,第二章,機關及附屬單位,第六條,行政財政廳,（七）負責為卸任行政長官因從事有利於國家及澳門特別行政區利益的工作或活動提供所需的輔助事宜。
DSASG,44/2020,第二章,機關及附屬單位,第六條,行政財政廳,二、行政財政廳設有：
DSASG,44/2020,第二章,機關及附屬單位,第六條,行政財政廳,（一）行政輔助處；
DSASG,44/2020,第二章,機關及附屬單位,第六條,行政財政廳,（二）財政管理處；
DSASG,44/2020,第二章,機關及附屬單位,第六條,行政財政廳,（三）設施管理處。
DSASG,44/2020,第二章,機關及附屬單位,第七條,行政輔助處,行政輔助處主要具下列職權：
DSASG,44/2020,第二章,機關及附屬單位,第七條,行政輔助處,（一）促進及推動行政程序的簡化及標準化，以持續優化政府總部各部門的行政運作效率並定期評估其成效；
DSASG,44/2020,第二章,機關及附屬單位,第七條,行政輔助處,（二）編製政府總部事務局的人力資源規劃，並就制定政府總部各部門的人力資源總體發展的具體規劃提供輔助；
DSASG,44/2020,第二章,機關及附屬單位,第七條,行政輔助處,（三）建立及完善綜合行政管理系統，執行及處理政府總部事務局人員的招聘、甄選、任用、評核、晉升、培訓、離職及退休的工作，跟進人員的轉職、調動或同類性質的工作，以及推行優化行政管理的適當措施；
DSASG,44/2020,第二章,機關及附屬單位,第七條,行政輔助處,（四）確保一般文書處理及收發文件的相關登記工作，包括管理內部文件的傳閱，並跟進收發文件的系統記錄及相關的手續；
DSASG,44/2020,第二章,機關及附屬單位,第七條,行政輔助處,（五）構建及管理中央檔案庫並維持其運作，集中保存及處理一般檔案及特別檔案，包括確保政府總部各部門的所有文件檔案的保存及處理，將已歸檔或具有價值的檔案作數碼化處理或使之資訊化，以及經許可後銷?已超過法定保存期限的資料；
DSASG,44/2020,第二章,機關及附屬單位,第七條,行政輔助處,（六）建立及更新政府總部事務局及政府總部各部門人員的個人檔案，尤其系統地保存包括行政長官、各司司長及有關辦公室人員的個人檔案，以及發出其職權範圍內的證明書及其他聲明書；
DSASG,44/2020,第二章,機關及附屬單位,第七條,行政輔助處,（七）統籌及管理政府總部的文獻刊物及圖書中心，並保存在其內開展活動的文件，策劃書刊的發行及推廣，以及對檔案保存發表意見及提出建議；
DSASG,44/2020,第二章,機關及附屬單位,第七條,行政輔助處,（八）處理政府總部事務局及政府總部各部門人員的報酬、補助、補貼、福利待遇及法定的扣除。
DSASG,44/2020,第二章,機關及附屬單位,第八條,財政管理處,財政管理處主要具下列職權：
DSASG,44/2020,第二章,機關及附屬單位,第八條,財政管理處,（一）編製政府總部事務局、政府總部各部門，尤其是行政長官辦公室及各司司長辦公室的年度預算建議及其修改，並確保其執行，以及參與編製有關政府總部事務局及政府總部各部門的行政當局投資與發展開支計劃，並跟進其執行情況；
DSASG,44/2020,第二章,機關及附屬單位,第八條,財政管理處,（二）編製年度管理帳目及有關報告，尤其就各項開支是否符合預算項目編製報告；
DSASG,44/2020,第二章,機關及附屬單位,第八條,財政管理處,（三）依法登記並進行開支活動，以及負責管理銀行帳戶，向執行政府總部各部門預算的相關人員提供資訊，使其掌握相關開支的撥款預留情況及進展；
DSASG,44/2020,第二章,機關及附屬單位,第八條,財政管理處,（四）按照現行法律規定，執行會計程序和出納活動並處理政府總部事務局及政府總部各部門的開支及確保其合法性；
DSASG,44/2020,第二章,機關及附屬單位,第八條,財政管理處,（五）負責獲給予的常設基金的管理工作；
DSASG,44/2020,第二章,機關及附屬單位,第八條,財政管理處,（六）統籌消耗性財貨及勞務的供應及管理，包括採購、分發及驗收工作，以及有關的文書處理工作，確保適當保養及管理庫存財貨，就財貨申請作結算及評估，並建議監控消耗的必需措施。
DSASG,44/2020,第二章,機關及附屬單位,第九條,設施管理處,設施管理處主要具下列職權：
DSASG,44/2020,第二章,機關及附屬單位,第九條,設施管理處,（一）負責管理、維修及保養有關交託政府總部事務局及政府總部各部門管理的澳門特別行政區的財產，確保各項設施與設備的保存、安全及保養，促進財產資源有效利用；
DSASG,44/2020,第二章,機關及附屬單位,第九條,設施管理處,（二）負責政府總部的總務事務，尤其包括政府總部各項設施的清潔及園藝服務、禮賓府及官邸的管家服務；
DSASG,44/2020,第二章,機關及附屬單位,第九條,設施管理處,（三）統一管理政府總部事務局及政府總部各部門的車隊及相關車務工作，包括協調政府總部事務局及政府總部各部門的車輛的使用及司機的管理；
DSASG,44/2020,第二章,機關及附屬單位,第九條,設施管理處,（四）確保政府總部事務局及政府總部各部門的設施、設備及車輛的管理和保養，建議有關車輛的報廢、取得新車輛，並採取適當措施以充分利用現有資源；
DSASG,44/2020,第二章,機關及附屬單位,第九條,設施管理處,（五）推動、跟進及監察政府總部事務局及政府總部各部門獲分配管理的建築物及各項設施的工程，並在有需要時，與其他部門合作，評估有關工程執行、設備購置、維修及保養方面的申請；
DSASG,44/2020,第二章,機關及附屬單位,第九條,設施管理處,（六）與政府總部各部門配合，進行關於取得工程及財產的工作，並更新有關供應商的檔案，以及輔助編製有關卷宗資料；
DSASG,44/2020,第二章,機關及附屬單位,第九條,設施管理處,（七）跟進公共工程承攬合同、財貨供應合同及提供服務合同的執行；
DSASG,44/2020,第二章,機關及附屬單位,第九條,設施管理處,（八）編製及持續更新政府總部事務局及政府總部各部門的財產清冊，並處理關於財產管理的行政程序。
DSASG,44/2020,第二章,機關及附屬單位,第十條,禮賓公關廳,一、禮賓公關廳主要具下列職權：
DSASG,44/2020,第二章,機關及附屬單位,第十條,禮賓公關廳,（一）確保澳門特別行政區政府的禮賓及公共關係，尤其協助制定及適時更新在澳門特別行政區舉行的官方儀式或重大活動的禮賓排序及接待規格的標準指引，以及澳門特別行政區嘉賓資料庫；
DSASG,44/2020,第二章,機關及附屬單位,第十條,禮賓公關廳,（二）協助制定出入境禮遇的標準指引，並處理符合規格的出入境禮遇工作，以及協調跟進澳門特別行政區各邊境口岸的政府貴賓室的服務安排；
DSASG,44/2020,第二章,機關及附屬單位,第十條,禮賓公關廳,（三）統籌或參與籌劃行政長官指定的活動，尤其是授勳及嘉獎活動、行政長官及各司司長在澳門特別行政區的官式活動，以及在內地及其他地區的訪問活動，並負責參與相關活動的人士的禮賓公關接待安排等事宜；
DSASG,44/2020,第二章,機關及附屬單位,第十條,禮賓公關廳,（四）與澳門特別行政區其他公共部門或實體合作統籌澳門特別行政區政府大型活動或同類活動，就活動籌辦安排及禮賓公關接待等事宜提供建議及技術支援；
DSASG,44/2020,第二章,機關及附屬單位,第十條,禮賓公關廳,（五）統籌及跟進國內外部長級或以上級別的代表團、國際組織及行政長官指定的重要人士訪問澳門特別行政區的活動籌辦安排及禮賓公關接待等事宜；
DSASG,44/2020,第二章,機關及附屬單位,第十條,禮賓公關廳,（六）負責跟進非外交政策的領事事務，尤其包括制定適當指引或採取適當措施，跟進外交代表和領事官員的證件申辦事宜，以及在澳門特別行政區有關領事便利、特權與豁免的事務；
DSASG,44/2020,第二章,機關及附屬單位,第十條,禮賓公關廳,（七）負責澳門特別行政區的公共部門或實體與領館轄區在澳門特別行政區的外國領事機構及其他駐澳門特別行政區的官方機構之間的聯繫工作，並就相關事務提供意見及協助。
DSASG,44/2020,第二章,機關及附屬單位,第十條,禮賓公關廳,二、禮賓公關廳設有：
DSASG,44/2020,第二章,機關及附屬單位,第十條,禮賓公關廳,（一）禮賓事務處；
DSASG,44/2020,第二章,機關及附屬單位,第十條,禮賓公關廳,（二）領事事務處。
DSASG,44/2020,第二章,機關及附屬單位,第十一條,禮賓事務處,禮賓事務處主要具下列職權：
DSASG,44/2020,第二章,機關及附屬單位,第十一條,禮賓事務處,（一）就行政長官及各司司長在澳門特別行政區的會見、會議、隆重儀式及官式活動作出適當安排，包括參與相關活動的人士的禮賓公關接待安排；
DSASG,44/2020,第二章,機關及附屬單位,第十一條,禮賓事務處,（二）根據行政長官的指示及國際慣例，分析及協調在澳門特別行政區舉行的官式活動的禮賓程序及規格；
DSASG,44/2020,第二章,機關及附屬單位,第十一條,禮賓事務處,（三）就澳門特別行政區其他公共部門或實體安排的重大活動提供儀典安排及禮賓方面的建議及技術支援；
DSASG,44/2020,第二章,機關及附屬單位,第十一條,禮賓事務處,（四）建立、管理及適時更新澳門特別行政區嘉賓資料庫；
DSASG,44/2020,第二章,機關及附屬單位,第十一條,禮賓事務處,（五）統籌及跟進國內外部長級或以上級別的代表團、國際組織及行政長官指定的重要人士訪問澳門特別行政區的活動籌辦安排及禮賓公關接待等事宜；
DSASG,44/2020,第二章,機關及附屬單位,第十一條,禮賓事務處,（六）協助制定行政長官及各司司長在內地及其他地區的訪問計劃，並籌備相關外訪工作安排及禮賓公關接待等事宜；
DSASG,44/2020,第二章,機關及附屬單位,第十一條,禮賓事務處,（七）協助辦理出入境禮遇的申請，並根據相關身份提供禮遇公關接待及相關服務安排；
DSASG,44/2020,第二章,機關及附屬單位,第十一條,禮賓事務處,（八）跟進政府總部各部門，尤其是行政長官辦公室及各司司長辦公室的禮賓公關接待及會議後勤支援等工作，並確保會議廳的運作。
DSASG,44/2020,第二章,機關及附屬單位,第十二條,領事事務處,領事事務處主要具下列職權：
DSASG,44/2020,第二章,機關及附屬單位,第十二條,領事事務處,（一）跟進非外交政策的領事事務，並根據國際協定及本地法例的規定，制定適當指引或採取適當措施；
DSASG,44/2020,第二章,機關及附屬單位,第十二條,領事事務處,（二）負責澳門特別行政區的公共部門或實體與領館轄區在澳門特別行政區的外國領事機構及其他駐澳門特別行政區的官方機構之間的聯繫工作，並就相關事務提供意見及協助；
DSASG,44/2020,第二章,機關及附屬單位,第十二條,領事事務處,（三）跟進在澳門特別行政區有關領事便利、特權與豁免的事務；
DSASG,44/2020,第二章,機關及附屬單位,第十二條,領事事務處,（四）跟進外交代表及領事官員證件的申辦。
DSASG,44/2020,第二章,機關及附屬單位,第十三條,綜合事務廳,一、綜合事務廳主要具下列職權：
DSASG,44/2020,第二章,機關及附屬單位,第十三條,綜合事務廳,（一）研究、建議和統籌政府總部各部門資訊領域的整體發展，開發及管理資訊網絡及應用系統，購置及維護資訊及通訊設備，引進及應用資訊科技及設備，以配合澳門特別行政區政府的施政需要；
DSASG,44/2020,第二章,機關及附屬單位,第十三條,綜合事務廳,（二）統籌及執行政府總部的公眾接待及諮詢服務，保持與傳播媒介的聯繫，確保政府總部的保安工作；
DSASG,44/2020,第二章,機關及附屬單位,第十三條,綜合事務廳,（三）提供法律技術支援，確保翻譯及傳譯工作的執行；
DSASG,44/2020,第二章,機關及附屬單位,第十三條,綜合事務廳,（四）協調處理刊物的編輯、印刷和資訊發佈及推廣事宜。
DSASG,44/2020,第二章,機關及附屬單位,第十三條,綜合事務廳,二、綜合事務廳設有：
DSASG,44/2020,第二章,機關及附屬單位,第十三條,綜合事務廳,（一）資訊技術處；
DSASG,44/2020,第二章,機關及附屬單位,第十三條,綜合事務廳,（二）研究組織處；
DSASG,44/2020,第二章,機關及附屬單位,第十三條,綜合事務廳,（三）公眾接待處。
DSASG,44/2020,第二章,機關及附屬單位,第十四條,資訊技術處,資訊技術處主要具下列職權：
DSASG,44/2020,第二章,機關及附屬單位,第十四條,資訊技術處,（一）制定配合政府總部整體發展的資訊計劃，研究及規劃政府總部的電子政務工作，並確保其有效執行；
DSASG,44/2020,第二章,機關及附屬單位,第十四條,資訊技術處,（二）負責設計、開發、管理、維護及發展政府總部統一的資訊系統及網絡網站；
DSASG,44/2020,第二章,機關及附屬單位,第十四條,資訊技術處,（三）研究及建立政府總部各部門工作所需的電子數據檔案資料庫，系統地保存所有已存檔及處理中的文件，並使之資訊化及保持最新資料，以及確保完整及保密地保存資訊化資料，並依法經許可後銷毀所保存的文件；
DSASG,44/2020,第二章,機關及附屬單位,第十四條,資訊技術處,（四）構建、管理和維護數據通訊網絡，並採取適當措施確保各種方式的通訊，以及確保政府總部的資訊系統及資料數據的安全性、可使用性和符合處理個人資料的相關規定；
DSASG,44/2020,第二章,機關及附屬單位,第十四條,資訊技術處,（五）引進及更新資訊技術及設備、新媒體或自助設備的應用，對資訊及通訊設備進行總體管理及維護，並向政府總部資訊系統的用戶提供資訊範疇的技術支援，包括協助採購資訊科技產品及服務，制定日常電腦應用的技術指引，統籌資訊及通訊設備及軟件的購置、安裝、維護及更新工作；
DSASG,44/2020,第二章,機關及附屬單位,第十四條,資訊技術處,（六）與澳門特別行政區各公共實體合作，促進澳門特別行政區政府網絡資源的運用及協作，並配合澳門特別行政區電子政務的工作；
DSASG,44/2020,第二章,機關及附屬單位,第十四條,資訊技術處,（七）管理及維護現存的資訊系統，並持續檢討及優化有關系統的運作程序，研發及完善資訊解決方案，並提交有關的改善建議，以便提升組織的效益；
DSASG,44/2020,第二章,機關及附屬單位,第十四條,資訊技術處,（八）制定及執行資訊安全策略，落實資訊系統的應變計劃及風險管理措施，並配合資訊技術的發展，檢討及完善資訊保安政策。
DSASG,44/2020,第二章,機關及附屬單位,第十五條,研究組織處,研究組織處主要具下列職權：
DSASG,44/2020,第二章,機關及附屬單位,第十五條,研究組織處,（一）研究及編製工作計劃、研究報告及建議書，收集、組織及整理各類會議及活動所需的文件，以及向行政長官辦公室及各司司長辦公室提供技術意見及協助；
DSASG,44/2020,第二章,機關及附屬單位,第十五條,研究組織處,（二）籌辦及組織政府總部各部門人員的交流活動、參觀訪問、研討會等事宜，並負責與參與活動的其他公共或私人實體聯絡；
DSASG,44/2020,第二章,機關及附屬單位,第十五條,研究組織處,（三）應上級要求提供法律技術支援，跟進處理紀律調查程序及司法訴訟程序，研究及建議政府總部各部門的內部文件流程的統整及優化，以及專用表格及印件的規範化，制定相關指引以促進提升行政效率；
DSASG,44/2020,第二章,機關及附屬單位,第十五條,研究組織處,（四）協調及執行翻譯工作及文案工作，尤其是翻譯研究報告、建議書、意見書、法規及其他文件，並跟進會議及活動的接續傳譯及同聲傳譯的工作；
DSASG,44/2020,第二章,機關及附屬單位,第十五條,研究組織處,（五）確保與傳媒之間的溝通與聯繫，並向傳媒發佈資訊，尤其包括組織及處理政府總部刊物的編輯及印刷事宜，研究及整理由傳媒發出的有關政府總部的有用資訊，與新聞局及傳媒聯繫，以確保向公眾提供政府總部的活動資訊及消息，以及協調跟進政府總部向公眾提供的資料的編撰製作及宣傳推廣工作。
DSASG,44/2020,第二章,機關及附屬單位,第十六條,公眾接待處,公眾接待處主要具下列職權：
DSASG,44/2020,第二章,機關及附屬單位,第十六條,公眾接待處,（一）統籌及執行政府總部的公眾接待及諮詢服務；
DSASG,44/2020,第二章,機關及附屬單位,第十六條,公眾接待處,（二）接待前往政府總部的公眾人士及來訪人士；
DSASG,44/2020,第二章,機關及附屬單位,第十六條,公眾接待處,（三）分析及處理所接收的請願、申訴、投訴及舉報等信函；
DSASG,44/2020,第二章,機關及附屬單位,第十六條,公眾接待處,（四）透過與治安當局的聯繫，確保政府總部的日常保安工作，以及對突發事件採取必需的保安措施；
DSASG,44/2020,第二章,機關及附屬單位,第十六條,公眾接待處,（五）採取適當措施保障來訪人士的安全和訪問工作的順利進行，包括識別訪客的身份、安排接待及引見；
DSASG,44/2020,第二章,機關及附屬單位,第十六條,公眾接待處,（六）根據法律規定，於政府總部指定的地點升降旗幟。
